ligtype,denticity,angle_1_mean,angle_1_95conf,angle_2_mean,angle_2_95conf,angle_3_mean,angle_3_95conf,angle_4_mean,angle_4_95conf,angle_5_mean,angle_5_95conf,angle_6_mean,angle_6_95conf,angle_7_mean,angle_7_95conf,angle_8_mean,angle_8_95conf,angle_9_mean,angle_9_95conf,angle_10_mean,angle_10_95conf,angle_11_mean,angle_11_95conf,angle_12_mean,angle_12_95conf,angle_13_mean,angle_13_95conf,angle_14_mean,angle_14_95conf,angle_15_mean,angle_15_95conf,angle_16_mean,angle_16_95conf,angle_17_mean,angle_17_95conf,angle_18_mean,angle_18_95conf,angle_19_mean,angle_19_95conf,angle_20_mean,angle_20_95conf,angle_21_mean,angle_21_95conf,angle_22_mean,angle_22_95conf,angle_23_mean,angle_23_95conf,angle_24_mean,angle_24_95conf,angle_25_mean,angle_25_95conf,angle_26_mean,angle_26_95conf,angle_27_mean,angle_27_95conf,angle_28_mean,angle_28_95conf,angle_29_mean,angle_29_95conf,angle_30_mean,angle_30_95conf,angle_31_mean,angle_31_95conf,angle_32_mean,angle_32_95conf,angle_33_mean,angle_33_95conf,angle_34_mean,angle_34_95conf,angle_35_mean,angle_35_95conf,angle_36_mean,angle_36_95conf
bi_cis,2,83.45033295873574,10.304849205133268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tri_mer,3,161.4647854044952,10.726855583388426,82.59770982867892,8.572949309311486,79.50882827609631,5.643762127496412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hexa_octahedral,6,175.5377000042796,5.439797879410665,173.08070401404345,5.7692581071220195,171.65057850850678,6.2956590657850295,97.64814083364475,4.937654200062804,96.07361268375608,3.57125747675795,94.77852495923376,3.0940961354121743,92.9951922641826,2.763277140912447,92.16890015611936,2.789195152278214,91.30464598203093,3.0723276682653604,89.41188221385161,2.9422636610161224,88.66961321391402,2.9535494496131838,87.55267906430767,3.6263625717567285,84.4777397662112,4.651938232580473,83.15864180636831,4.412048548537039,82.33840324344213,4.32193890251463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
octa_trigonal_prismatic_triangle_face_bicapped,8,178.8229227496702,1.4770610433579534,140.67265155276982,4.741341916532242,137.10886821848229,4.792229744322413,133.46858000760153,5.508107552736952,123.53425165745004,4.704122801928197,121.32428093349603,2.433645720700715,120.44536588344329,1.3533035617289522,120.0092166001491,1.0975664569998584,119.62115145754915,1.1317061859900615,119.26783937060313,1.1101191169544804,118.8376506485246,1.3649734273872702,118.16946551654688,2.0006132871260336,116.18358645491185,4.2593747332537815,101.20834031860338,3.6473126650203715,100.19395328252942,3.2049958390266453,98.19963625043657,2.5068857023659374,97.31409181749032,2.3132896045988702,95.04635488848265,3.3299977854908347,94.09702100794676,3.6366750669921566,61.45751475619213,1.102579884325595,61.018068585009345,0.7562069569504078,60.73183821487796,0.5882471348392572,60.51449959668655,0.4843021441116034,60.300490600596284,0.43024505565483395,60.09029092876378,0.4824755576689044,59.82949467701441,0.5504816218757416,59.53658825458726,0.6989712892957763,59.08513164988406,1.049124536486173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hexa_planar,6,174.83019280600752,6.975056049942646,171.4138802684839,9.112972191885246,168.86784125019355,10.524866918477294,122.49281895489517,3.8712973919994442,121.39057791426579,3.325405075382057,119.66696562785286,2.229829989569169,118.72091568343457,1.970365694822527,117.4888973271236,2.5613484569256033,116.29669643094554,3.629394330287326,62.424437346624366,3.621361371216671,61.60900420827628,2.422086743428025,60.9474096422689,1.9687768716344798,60.1787233380912,2.2180365960830795,58.828852411280465,3.327922995024991,57.935026858840004,3.9986349353142057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bi_cis_bulky,2,82.75324383120147,8.393159616291086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
penta_planar,5,148.4484879182887,4.4746951184046875,147.26164997457096,3.826581372908371,142.90770997085437,3.6076538513666265,140.85632330476392,3.7262302455243868,139.21085744027417,5.8862766430436535,77.15315372415887,6.554159070816081,72.75319481196925,4.2933066223997445,71.6008232012697,2.8861363185431586,70.11139423621397,3.7470474225511294,68.95761602512665,4.362911520459286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bi_cis_chelating,2,50.674749221534896,2.6454273004375923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tri_fac,3,89.26983337358972,5.863736892465197,86.50422537838188,5.141198713486676,83.89946899624046,5.885094745412381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
penta_square_pyramidal,5,175.5978172054681,4.306939428493721,173.2794768441297,4.367322468013715,96.13164017685095,2.2370608218538752,94.55853853550896,2.0810611111400954,91.80033505650668,2.6835391784093447,90.53284271663152,2.612313105285506,89.23396929586936,2.9339218555976916,87.9797391541377,2.9089327067622293,86.05520672577762,2.845709045357525,83.8384473530179,2.7353129082257635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bi_cis_planar,2,79.69470033901007,4.05886665666243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hexa_trigonal_prismatic,6,153.88863603145043,4.439110978537501,152.5910357920861,2.9712058735309874,151.27755475883384,2.716672819527171,116.61751961907297,3.060636778561833,115.16074204222863,3.5718479068194138,113.73779641284284,4.610900979706126,87.75403670032102,2.2467516034757686,87.30393121458994,1.3191304978608653,86.71248037399002,1.2750228562752577,86.46262829848231,1.2732108989867332,85.87533525515735,1.511015677095836,85.4313781648544,1.628478067730189,79.27564458539544,1.9864294751758493,78.79102321494997,1.6508968686239778,78.30476390029418,1.7027219247584506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
