ligtype,denticity,angle_1_mean,angle_1_95conf,angle_2_mean,angle_2_95conf,angle_3_mean,angle_3_95conf,angle_4_mean,angle_4_95conf,angle_5_mean,angle_5_95conf,angle_6_mean,angle_6_95conf,angle_7_mean,angle_7_95conf,angle_8_mean,angle_8_95conf,angle_9_mean,angle_9_95conf,angle_10_mean,angle_10_95conf,angle_11_mean,angle_11_95conf,angle_12_mean,angle_12_95conf,angle_13_mean,angle_13_95conf,angle_14_mean,angle_14_95conf,angle_15_mean,angle_15_95conf,angle_16_mean,angle_16_95conf,angle_17_mean,angle_17_95conf,angle_18_mean,angle_18_95conf,angle_19_mean,angle_19_95conf,angle_20_mean,angle_20_95conf,angle_21_mean,angle_21_95conf,angle_22_mean,angle_22_95conf,angle_23_mean,angle_23_95conf,angle_24_mean,angle_24_95conf,angle_25_mean,angle_25_95conf,angle_26_mean,angle_26_95conf,angle_27_mean,angle_27_95conf,angle_28_mean,angle_28_95conf,angle_29_mean,angle_29_95conf,angle_30_mean,angle_30_95conf,angle_31_mean,angle_31_95conf,angle_32_mean,angle_32_95conf,angle_33_mean,angle_33_95conf,angle_34_mean,angle_34_95conf,angle_35_mean,angle_35_95conf,angle_36_mean,angle_36_95conf
tetra_planar,4,177.66223436105946,4.499858355235645,176.6415743065296,5.892336660922079,91.32180094905115,2.987952750272921,90.90634921009523,2.370072098017965,89.74958998368619,2.1762357819975513,87.96988957040675,5.418982140386233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tri_mer_bent,3,125.72789257366537,4.535176125651048,64.18065155344067,4.336033147727934,61.83835385768289,6.200297058748562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
penta_pyramidal,5,115.72325721493914,5.5140033975405025,103.05928162034908,8.49593048179175,100.47899565231666,4.737309090492078,91.60382965574863,5.345978272118323,88.43537771111687,4.232244075479093,61.68855621017514,3.2868906229435266,60.28063151666235,2.654486049701858,57.33586712669501,2.0574098073283045,55.999670808022756,2.2947568117713404,52.103402918047955,5.222238307702491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tetra_seesaw,4,162.26654458447538,11.807421182499779,93.98255408940918,8.379463383748742,87.31949424277722,6.991505248101064,84.18800723495025,7.659037389100549,81.76420948465642,7.026426737177194,80.04611884325507,6.6253267456763645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
octa_square_antiprismatic,8,146.3108209796759,5.0113478895883,144.51259607332798,4.578407228121979,141.67157670851392,2.8021071794085577,140.69647192699955,3.2728523136164127,139.59339508606772,3.762622559918168,138.42429551511813,4.227355141001729,132.52344522858914,3.047428886489803,131.6088249767978,2.758882038441124,130.38099828696227,3.472384951068456,129.3793548275508,4.294693481535594,107.88736659028791,10.717510021181551,102.55882281307098,10.19883863168337,87.322088351557,4.260086281551381,85.73452602697948,2.989996418165783,83.96036391226451,2.6855969494131045,82.08321468184218,3.9095594175131643,75.23717377481069,3.8268167363820815,74.24445759324725,3.125881767796753,73.40972874757298,2.541469643459233,72.35245765712348,2.4913332015759937,69.41667348478157,2.8734612163076996,68.89185874187676,2.741775560934289,68.27759522053624,2.2691905829258143,67.84941898877427,2.2646847418482,66.78205534177012,2.9476476884468763,66.22937712333012,3.058391044957931,65.57687883733041,3.5292853006229574,64.84470085394872,4.302880928004344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tetra_trigonal_pyramidal,4,119.94456280934224,4.890443543975317,116.35884320606847,4.19532816878533,114.42386346802503,6.203187696699034,80.49099515731982,3.922358640473315,79.94527223926006,4.218122798756419,79.44585368388762,4.5896167556825045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tetra_planar_bent,4,153.71185432844084,7.373233000615248,136.93338748261837,4.408076269074603,136.00290440751206,4.254334009850573,71.21853647425463,3.622405831132644,68.80623592078263,7.11149942117113,66.62975525144277,7.201452892445521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
penta_planar_bent,5,174.16632132732357,3.6296335126634056,171.0920861744689,7.514654509945443,125.06070508390013,7.11852969647741,119.50837700689314,4.566791844642128,117.99256369436335,4.957826367879761,115.58079341662813,6.836308599026233,61.04798537926667,5.985357634878989,60.48050314447192,4.675880765905998,59.15528056067968,3.4878755150035508,58.28486282332898,4.260240905609312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hepta_capped_trigonal_prismatic,7,165.0747649920898,9.59245405903635,164.21642953452218,9.95014058898941,163.64196209223618,10.212267294240075,121.82538964355196,2.9863918078566325,121.16757685687585,2.6038841348718305,120.75619616899324,2.8177702294404012,105.42433547348845,4.943057328728035,104.0706864213081,4.01791325811826,103.47208029555809,4.329238084275923,96.83612600936591,4.697243860546171,96.42533098667197,4.625327636021182,95.81154943058247,5.192863178210469,90.42248125757192,7.634264901608391,90.06479309497446,7.49771135982972,89.69673582833661,7.4154712353136585,70.5566761303411,7.173050316140183,70.45096374359389,7.231584996303272,69.73511474101993,7.0886825492114625,65.67548950608939,2.806664685878124,65.52574374464832,3.253782999765193,65.40642409302092,3.2711273955031492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tetra_pyramidal,4,111.36193098074283,8.768306115836843,107.7430595258279,15.822189315943538,72.40247795406727,4.942614613224352,71.31312129264403,4.552829389738728,69.55524703678668,6.688518842626407,69.22039681371145,6.829769694354364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
octa_cubic,8,178.62871505194593,2.057308266196114,173.89147595783126,3.8686455577667287,171.79390529130671,4.282099953410207,170.0501163483841,5.15510947098294,114.61158538853728,5.107755530954245,113.99043687175757,5.006065913249101,113.11476087409307,3.762647576373494,112.55729509333614,3.997821197911588,111.66000633356155,4.16377912548777,111.1474070987427,4.549329597098062,108.88059860785212,5.276545800059795,108.40314894612442,5.485277476725776,106.92461244242044,4.9562063999643735,106.39298924733443,5.128292108778844,104.62804227352714,3.1949213219796695,103.961775559134,3.6181180795607433,81.9660929067208,2.973525952931676,80.47477270390642,3.1997103500849917,78.90213805454579,7.7824423124654105,68.88024961467475,3.521146926695356,68.25234305307839,3.46070379733999,67.93021724947307,3.289087465544113,67.4430244189819,3.3947390262379358,67.10498598434239,3.178725810632186,66.72916564515991,3.4476605884369764,66.28278754018233,3.1672130973213726,65.78944347716593,4.5563818142828705,65.21895508492415,4.479591092165999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hepta_5_2,7,157.6234371464673,14.370219360700817,146.04946605478185,10.054385464611006,133.5638359377708,6.727141988020984,129.62761829842012,4.881356514128916,127.68169359047447,6.00831492918515,125.9153693349643,6.459034675277761,122.8232682337529,6.921106845321653,118.28392333870384,11.059794571146856,110.03063083056941,13.15332230521009,89.57834715942882,9.504877121364768,84.59823878494858,10.488715459737126,80.6522899565628,7.825905832316055,77.44116759413357,8.686913336171628,74.01596740036697,9.732320598135965,71.01672571108178,6.988399780210015,66.55548126613267,2.895544050232717,65.8826554190475,2.8549062148611295,65.35317303615187,3.123757282676846,64.33178112039509,4.237462708932572,63.402512607445466,5.075406551560775,62.61021353283383,5.164170309242817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hepta_pentagonal_bipyramidal,7,169.40689536287783,9.868503766588757,147.9520697406114,7.805597333662672,146.87923548241943,7.1458522482582545,141.96614179302114,7.13444694700694,138.93195584326742,7.090491800991724,136.97188578980027,9.139587837576013,104.14427583162838,9.457373121023412,100.27457648555237,7.397856053074002,96.41946688502017,6.004810883620889,93.29841926797233,5.011496425299681,90.41272944355721,4.415399009883834,88.79559102481959,5.1853099027255425,87.03346590763594,5.920028560733159,85.13535070764989,5.497657073073703,79.40719237281976,4.061152785151049,77.63714416595123,3.8328197266472195,75.49449045624966,2.8509381647015544,74.30794379555914,2.547082285811576,72.7866906385735,1.9325328444871854,70.9027580867629,2.772544676575585,68.66890843894744,4.111531477802416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bi_trans,2,172.7662583233179,16.006890206481064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nona_capped_square_antiprismatic,9,149.92754755741936,0.5568427518334396,147.8747928719795,0.6720040420482187,142.4733516465661,0.31217793831715607,136.5110499421036,0.182176301391901,136.34696952755638,0.24968940652149063,136.09006862935342,0.3941457377789534,135.23489502140546,0.41924416814076526,134.87609556885192,0.19166456232102858,131.8389671750111,0.7214974415308699,130.37822887029296,0.5111358780338877,127.06266876077883,1.2417578339281579,125.43464368455498,0.24513440459916483,124.7353698330612,0.6197287852629948,122.77233808322798,0.711820724351061,112.45748786534371,0.2342364084658779,99.03439139483291,0.501375935943047,94.98375509556581,1.0824819846094131,85.88160477539645,0.5515468261806407,82.4712990237762,0.7498253432795662,77.51928097058874,0.26151933613244577,76.60107813653006,0.572747128441393,76.03857829568183,0.3319234910291428,74.77150617841114,0.40718686312621843,74.20739950770447,0.7342466122447231,73.61083290562216,0.8946260910686863,72.74069688812232,0.44072309083085537,72.52073577612813,0.22066820962521524,72.06944919486439,0.36191371900542646,68.37724822932499,0.190559414255607,67.5554666469301,0.21945621924339434,66.83362633995434,0.507452737317461,66.60631642181947,0.3546074722322296,66.26903118096962,0.8694604700672223,64.65785923939073,0.4957801157699525,64.09633331781568,0.6085622377340815,63.564169829777015,0.6632616504127465
